Identifiant;Joueurs;Argent;Pari;Victoire;Defaite;Gains;Moderateur
2136542;100;254,31999;1,11;3,5899994;201,78;178,17;0
2136543;89;197,48999;1,51;29,080006;48,399994;312,9399;0
2136544;99;227,44005;3,38;92,70997;7,21;194,96004;0
2136545;96;268,92;1,48;25,010004;98,97001;83,66;0
2136546;97;296,18008;1,39;10,279999;222,79999;205,71999;0
2136547;98;181,53995;2,54;47,41;23,23;558,1699;0
2136548;92;360,9001;4,33;204,27003;7;198,63004;0
2136549;99;201,44;1,65;33,17;35,98;22,150002;0
2136550;96;184,29001;1,05;0,51;162,65;209,18;0
2136551;89;207,02002;1,62;35,60999;33,45;291,83994;0
2136552;98;217,13992;4,22;94,610016;19,91;121,73002;0
2136553;96;241,61;1,27;10,540001;130,41998;58,640007;0
2136554;101;272,49997;1,12;3,0699995;216,92998;114,59001;0
2136555;94;237,98994;1,25;8,939998;132,34;135,70998;0
2136556;100;261,63;1,28;15,690004;141,60999;357,68994;0
2136557;102;262,41;3,39;103,14001;7,86;278,37012;0
2136558;96;218,01997;2,96;74,71001;14,36;355,01996;0
2136559;97;231,57994;5,62;124,940025;1,5;270,95996;0
2136560;98;245,76007;1,82;52,65999;27,460001;61,079998;0
2136561;89;210,12997;1,16;4,299999;153,34999;52,43999;0
2136562;98;205,25;1,1;3,2100005;156,01999;253,48994;0
2136563;106;276,99002;1,59;46,720005;70,22001;290,53992;0
2136564;96;223,75993;2,89;88,99999;22,22;63,180004;0
2136565;109;307,96997;1,08;2,3999987;247,19005;363,12003;0
2136566;90;225,86002;12,31;137,26;0;411,29004;0
2136567;111;332,75998;2,33;103,169975;24,64;334,75006;0
2136568;103;246,09998;2,38;97,90999;9,259999;273,3899;0
2136569;97;192,62991;5,26;81,76003;1;302,43;0
2136570;105;194,91003;8,56;107,770004;0,25;164,94;0
2136571;103;195,09998;1,48;23,710005;53,870003;155,23;0
2136572;98;174,11998;1,47;22,540003;41,429996;287,01;0
2136573;102;204,19995;7,85;83,56;0,75;380,1899;0
2136574;106;258,33994;17,22;122,29999;0,45;250,72002;0
2136575;102;169,46997;5,98;82,960045;1,71;173,51001;0
2136576;109;274,57993;1,45;23,650005;124,72002;227,7;0
2136577;92;159,16997;3,79;71,32999;2,8;386,62997;0
2136578;112;257,30002;4,24;130,32999;1;61,110004;0
2136579;106;212,96997;1,13;3,8799994;155,73999;267,01;0
2136580;101;208,17001;3,73;63,410007;4,5699997;348,1999;0
2136581;102;216,2;46,24;132,25;0,25;227,15007;0
2136582;103;206,33998;2,2;48,899986;28,09;353,43002;0
2136583;107;249,69994;4,14;104,18001;0,45;129,92006;0
2136584;103;235,37997;1,18;12,179997;117,64;11,999999;0
2136585;101;177,14996;1,08;0,59999967;165,74994;451,00006;0
2136586;131;314,22995;13,05;137,01997;0,25;172,27005;0
2136587;103;221,61002;1,42;30,299997;79,63999;30,600004;0
2136588;111;280,86008;1,05;1,0799996;251,34004;331,98004;0
2136589;99;215,44998;6,14;119,02999;2,5;405,04007;0
2136590;111;267,93;12,85;137,38998;0,28;59,36;0
2136591;101;270,8;1,1;3,319999;214,75996;166,4;0
2136592;104;245,26997;1,41;22,849997;101,71999;380,02;0
2136593;117;321,99997;2,47;76,71002;18,69;324,25995;0
2136594;100;228,44998;3,24;97,62002;1,81;282,3399;0
2136595;105;258,53995;2,96;65,66;41,86;322,69;0
2136596;94;224,47005;6,28;99,22002;1;85,15002;0
2136597;103;238,38995;1,15;5,78;159,02;286,88992;0
2136598;95;206,61996;4,59;93,76002;13,49;173,22003;0
2136599;108;230,31992;1,33;26,339998;83,439995;294,70004;0
2136600;94;224,67996;4;72,02;2;153,98997;0
2136601;102;191,94002;1,51;28,840004;66,789986;291,3399;0
2136602;96;206,00998;28,32;85,58;0,25;363,33;0
2136603;96;252,45003;13,94;110,87999;0;321,94986;0
2136604;101;216,10004;10,67;105,84998;0;236,33997;0
2136605;99;166,34;4,19;73,04004;3,04;255,79;0
2136606;99;205,71999;2,87;58,80001;8,73;226,15996;0
2136607;96;190,34995;2,15;51,600006;15,790001;278,87997;0
2136608;94;209,22998;8,48;69,64999;0;194,34998;0
2136609;91;160,55997;2,19;45,49999;11,71;145,00998;0
2136610;96;206,89992;1,4;20,650002;82,54001;267,23004;0
2136611;92;186,00003;12,03;83,23002;2;233,56;0
2136612;99;231,64005;1,69;43,13;41,21;237,1601;0
2136613;97;201,19997;2,43;51,819996;15,86;0;0
2136614;97;184,90996;1;0;184,90996;225,03003;0
2136615;98;183,18004;2,24;55,109993;13,26;49,879997;0
2136616;95;177,20999;1,4;8,48;135,80998;294,46;0
2136617;105;220,44997;4,62;76,01;2;2,7;0
2136618;95;171,62003;1,06;0,1500001;169,07002;262,24005;0
2136619;93;198,20004;5,67;64,789986;0,75;228,58006;0
2136620;102;246,84;1,65;43,42998;61,690002;331,79993;0
2136621;104;233,59001;10,09;98,71001;0,5;120,489975;0
2136622;96;183,76;1,31;14,160004;77,43001;0;0
2136623;102;168,85997;1;0;168,85997;308,8299;0
2136624;100;224,37001;10,27;86,45999;2;330,53992;0
2136625;97;243,16006;6,94;87,87998;0,5;8,07;0
2136626;103;195,81006;1,03;0,19999981;187,94003;157,11;0
2136627;90;182,69;1,38;21,920004;47,499996;328,76004;0
2136628;104;243,91995;5,25;87,840004;3;28,49;0
2136629;106;234,88995;1,14;1,7899995;208,18994;184,47002;0
2136630;92;189,28993;1,59;30,210005;35,03;368,25003;0
2136631;105;283,66003;2,77;96,89;12,299999;255,72003;0
2136632;128;241,73994;1,61;55,159992;41,180008;2,63;0
2136633;122;232,36998;1,02;0,03999996;229,77998;295,3999;0
2136634;104;228,73003;2,74;75,53003;8,86;455,1201;0
2136635;123;328,59006;3,2;126,52999;0;0,52;0
2136636;115;264,46994;1,06;0,02000001;263,96994;233,50005;0
2136637;95;246,32996;1,56;37,91;50,73999;179,11003;0
2136638;105;216,70001;1,59;27,35;64,939995;296,1401;0
2136639;102;243,49998;2,28;58,45998;5,8199997;132,78001;0
2136640;103;240,84996;1,11;8,189998;116,26001;333,6799;0
2136641;95;268,91998;2,35;71,62001;6,8599997;301,87994;0
2136642;106;249,61995;2,01;69,12001;16,86;158,38;0
2136643;102;232,89001;1,27;15,900002;90,40998;194,29002;0
2136644;100;216,51997;1,45;27,019999;49,250004;42,710003;0
2136645;94;189,70999;1,05;1,3199999;148,32;247,91995;0
2136646;99;185,49998;4,47;64,420006;2;225,31001;0
2136647;107;296,9499;1,29;28,410006;100,05;6,0400004;0
2136648;99;210,28001;1;2,1;206,34003;276,36005;0
2136649;94;279,0699;1,61;52,550007;55,26;297,51993;0
2136650;100;213,18994;47,11;84,33002;0;169,63002;0
2136651;94;323,56992;1,15;10,620002;164,56003;54,770008;0
2136652;87;173,84004;1,17;4,8200006;123,88999;537,12006;0
2136653;110;411,70993;8,3;125,41;0;156,45999;0
2136654;117;357,03006;1,19;10,360002;210,93001;295,11005;0
2136655;98;231,98997;4,3;80,83997;17,72;486,29013;0
2136656;122;426,54987;1,96;96,37999;36,640007;249,63;0
2136657;107;307,61002;1,41;36,80999;94,78999;464,89984;0
2136658;111;271;512,72;193,9;0;288,93002;0
2136659;105;187,88998;12,71;103,040016;2;170,17;0
2136660;106;217,07997;1,45;21,899998;68,810005;291,38998;0
2136661;91;194,67998;14,57;96,71001;0;197,41992;0
2136662;103;195,52992;1,58;37,910015;36,019997;197,38;0
2136663;104;280,14005;1,3;25,610004;108,36999;471,8399;0
2136664;106;377,50998;2,71;107,09001;12,76;378,6598;0
2136665;99;319,93997;2,04;66,84;8,12;288,50998;0
2136666;102;225,32994;2,5;81,359985;18,18;384,65997;0
2136667;92;319,26;2,61;83,21003;17,81;255,44002;0
2136668;98;182,96997;5,8;73,22;0,75;223,80005;0
2136669;105;192,93;1,89;51,439976;20,57;697,95996;0
2136670;93;599,3301;3,58;104,8;6,17;191,79004;0
2136671;100;199,81998;1,78;37,729992;45,760002;128,22;0
2136672;97;169,57996;1,43;16,400003;57,759995;169,22;0
2136673;100;179,60994;1,66;33,730003;44,12;112,799995;0
2136674;104;268,42993;1,03;3,1899962;158,82002;215,12003;0
2136675;92;167,43001;2,91;52,82;5,13;197,64001;0
2136676;101;189,70999;1,9;38,73999;30,809998;34,710003;0
2136677;106;231,73001;1,03;0,8200004;197,84001;0;0
2136678;96;184,02998;1;0;184,02998;571,35004;0
2136679;118;483,4599;2,26;104,20005;16,31;310,9599;0
2136680;116;317,5499;1,42;42,970005;49,56;32,96;0
2136681;111;243,38998;1,04;0,94000036;211,36996;516,75995;0
2136682;120;445,87006;2,45;95,98;25,089998;315,97;0
2136683;110;265,83008;1,9;68,41998;18,28;535,1098;0
2136684;107;404,23007;4,12;133,12999;2,25;355,69995;0
2136685;108;254,67998;14,77;101,02004;0;505,32993;0
2136686;111;370,33997;4,45;136,48999;1,5;73,399994;0
2136687;110;238,37003;1,17;5,9700003;170,94;108,20001;0
2136688;101;221,28995;1,17;7,9799995;121,07;571,7199;0
2136689;128;484,62;2,28;110,08996;22,99;255,00996;0
2136690;111;295,89996;1,49;45,43001;86,32;889,25006;0
2136691;119;662,33997;1,72;255,21;28,3;319,55005;0
2136692;98;225,26994;6,9;94,279976;0;255,26996;0
2136693;112;214,5599;2,28;62,709988;22;24,740002;0
2136694;112;257,29004;1,04;0,7199997;233,27002;237,62001;0
2136695;105;248,35999;1,47;33,34;44,079998;154,40994;0
2136696;106;299,09006;1,32;20,699999;165,38;388,81;0
2136697;106;295,55;7,11;93,25999;0;513,5498;0
2136698;114;372,65994;5,86;148,46007;7,5699997;347,69;0
2136699;122;247,73;12,99;99,96;0;229,2701;0
2136700;113;199,42;2,08;48,949993;19,099998;77,01999;0
2136701;95;172,01991;1,31;7,3100004;102,30999;79,24;0
2136702;98;204,96;1,16;6,87;132,58998;189,8;0
2136703;92;189,90993;1,7;31,320005;31,430004;333,24;0
2136704;109;239,73003;41,09;93,50997;0;258,7;0
2136705;102;250,65004;1,74;46,269993;38,219997;162,43;0
2136706;105;190,38992;1,46;24,38;52,34;202,85002;0
2136707;110;200,91002;1,65;35,019985;33,080006;330,24;0
2136708;109;225,98999;10,24;106,25;2;239,76;0
2136709;107;220,95004;1,8;51,260002;32,449997;154,16998;0
2136710;107;202,51994;1,29;17,86;66,20999;226,54996;0
2136711;99;189,61998;2,82;50,280018;13,349999;200,87001;0
2136712;102;199,95992;1,66;42,229996;41,32;293,08;0
2136713;103;210,38997;66,98;83,17999;0,49;0;0
2136714;107;239,87994;1;0;239,87994;110,30999;0
2136715;91;205,4299;1,21;9,619998;104,740005;123,92999;0
2136716;112;286,53983;1,39;18,000004;180,60997;368,17987;0
2136717;113;267,02;4,53;109,28997;8,13;97,67;0
2136718;112;201,29997;1,33;12,500002;116,13;103,44001;0
2136719;107;286,64005;1,2;9,48;192,68002;149,32999;0
2136720;93;204,74011;1,25;14,84;70,249985;292,16998;0
2136721;107;217,84996;12,87;75,82004;1,5;579,2399;0
2136722;110;391,09;5,68;190,05003;1,9000001;295,54993;0
2136723;109;229,83008;3,9;69,71;3,9899998;431,0098;0
2136724;105;326,21;2,01;129,14005;24,339998;0;0
2136725;104;441,1299;1;0;441,1299;175,31998;0
2136726;97;403,6399;1,24;9,780003;238,10004;115,18998;0
2136727;108;274,64;1,25;12,589998;172,04002;429,51996;0
2136728;105;310,44998;9,25;120,320015;1,25;146,78998;0
2136729;110;320,44998;1,2;16,12;189,78001;115,92002;0
2136730;99;698,75995;1,12;9,409998;592,2499;16,02;0
2136731;102;232,27997;1,17;1,3399997;217,59998;445,63;0
2136732;128;364,46005;3,04;95,54999;14,38;151,66002;0
2136733;110;251,61003;1,28;16,900005;116,85;383,99985;0
2136734;113;248,04;49,86;135,96;0;296,47995;0
2136735;112;209,69003;5,74;87,420006;0,63;200,75996;0
2136736;106;405,49008;1,66;37,299995;242,03001;0;0
2136737;101;318,33002;1;0;318,33002;229,5399;0
2136738;96;210,43997;2,46;50,36001;31,260002;427,43;0
2136739;120;282,63;16,67;145,30006;0,5;273,56003;0
2136740;107;211,41005;5,72;63,02;0,87;188,48003;0
2136741;109;184,48999;1,93;28,869999;24,879995;864,7798;0
2136742;109;627,02966;2,17;253,31009;15,560001;260,18;0
2136743;108;191,62994;4,54;70,150024;1,6;38,309998;0
2136744;107;367,95;1;5,979999;335,61996;131,35;0
2136745;75;169,09995;1,38;16,420008;54,169994;314,27;0
2136746;111;215,06995;49,32;99,700005;0,5;3,56;0
2136747;119;249,73;1;0,63999987;246,81;271,17;0
2136748;108;219,5899;2,18;70,40001;18,82;102,43003;0
2136749;121;409,93002;1,25;9,850002;317,34995;323,50992;0
2136750;110;236,52998;7,09;87,479996;0,5;51,17001;0
2136751;113;193;1,12;3,1999998;145,03;301,80997;0
2136752;104;208,09999;13,48;94,20998;0,5;271,17007;0
2136753;117;242,62;1,66;57,719997;29,169996;436,12994;0
2136754;115;307,28995;6,48;129,34003;0,5;275,21;0
2136755;112;194,68;13,96;80,53001;0;196,84996;0
2136756;110;228,25006;1,64;31,289993;62,69;256,66;0
2136757;101;189,53;3,72;74,02998;6,8999996;115,98;0
2136758;100;221,57999;1,19;9,460001;115,06002;0;0
2136759;94;299,3399;1;0;299,3399;325,0499;0
2136760;137;319,55005;1,56;57,4;51,899994;355,16995;0
2136761;113;251,30998;10,5;104,359985;0,5;57,769997;0
2136762;119;303,5101;1,12;4,639999;250,37999;103,13002;0
2136763;110;273,94998;1,17;5,210001;176,02997;515,43;0
2136764;127;434,91003;2;93,979965;13,46;124,60001;0
2136765;117;306,90012;1,22;18,130005;200,43;62,03;0
2136766;129;296,45993;1,13;4,169999;238,60008;404,91995;0
2136767;119;511,41998;1,42;64,53998;171,04001;383,78998;0
2136768;110;319,36996;3,5;82,65002;18,23;440,44995;0
2136769;122;307,18008;9,86;133,77;0,5;394,13;0
2136770;120;259,61005;49,86;134,52003;0;208,26999;0
2136771;114;247,27998;1,5;34,109997;73,12;328,68985;0
2136772;108;233,66;6,69;98,03996;3,01;312,25995;0
2136773;111;198,22;5,16;114,54;0,5;281,06;0
2136774;111;211,09;3,56;79,580025;9,61;38,05;0
2136775;105;248,62997;1,06;1,3600004;211,93997;296,35004;0
2136776;104;235,81001;2,25;66,539986;6;330,7399;0
2136777;116;258,58008;4,29;75,63999;3,48;34,12;0
2136778;115;260,35995;1,07;1,0700002;227,31001;259,65997;0
2136779;101;246,30002;1,59;49,81999;36,46;283,52005;0
2136780;130;256,16;1,71;54,70998;27,350002;333,84;0
2136781;117;230,03998;7,68;104,8;1;15,3;0
2136782;119;218,75002;1,04;0,4400001;203,89003;341,8899;0
2136783;114;255,30003;3,36;98,04;11,450001;233,86002;0
2136784;127;328,17996;1,29;31,949991;126,26999;285,8399;0
2136785;110;211,68001;8,29;74,65999;0,5;229,75003;0
2136786;117;254,81993;1,52;33,699997;58,769997;235,65;0
2136787;106;207,72995;1,88;41,98001;14,06;145,36998;0
2136788;111;217,89992;1,28;16,170004;88,70002;12,97;0
2136789;102;186,32997;1,04;0,3800002;173,73997;0;0
2136790;105;240,38995;1,01;0;240,38995;546,25995;0
2136791;138;422,37994;2,55;128,87994;5;40,909992;0
2136792;126;274,3499;1,12;2,4699996;235,90997;217,97995;0
2136793;142;321,87994;1,22;29,109993;133,00996;363,65;0
2136794;106;238,71992;6,72;126,42999;1,5;66,15001;0
2136795;137;358,1101;1,1;3,2000003;295,16013;559,9501;0
2136796;118;387,46005;11,52;172,99005;0,5;411,3199;0
2136797;121;301,36002;3,32;117,06;7,1000004;8,52;0
2136798;115;260,91003;1,03;0,119999886;252,51004;373,6198;0
2136799;107;254,18002;15,51;119,44003;0;617,37994;0
2136800;127;428,04987;375,9;189,32996;0;359,5;0
2136801;117;259,25998;4,32;106,52001;6,28;111,99998;0
2136802;115;247,02995;1,43;18,54;153,56995;188,67003;0
2136803;114;269,1501;1,28;22,560003;103,03999;212,95;0
2136804;95;224,62999;1,53;37,18999;48,87;358,4201;0
2136805;104;202,05;123,2;156,37003;0;9,03;0
2136806;122;224,35002;1,03;0,19999981;215,52002;204,31;0
2136807;102;206,0199;2,12;41,89001;43,6;43,76;0
2136808;111;201,1001;1,06;1,8299994;159,17007;50,93;0
2136809;106;214,41998;1,09;2,55;166,04;448,24008;0
2136810;143;407,1601;1,62;83,289986;42,21;257,8;0
2136811;126;232,64;1,91;54,98;29,819998;78,74999;0
2136812;126;317,80988;1,11;4,7699986;243,83003;402,1201;0
2136813;118;298,26;4,74;105,10997;1,25;698,45996;0
2136814;126;520,6899;4,06;181,10005;3,33;426,31006;0
2136815;119;311,27985;10,91;115,03;0;384,45996;0
2136816;118;233,30005;6,63;151,73996;0,58000004;299,01993;0
2136817;116;224,27997;2,77;84,89;10,15;491,4399;0
2136818;115;434,08005;1,92;94,81;37,45;269,50006;0
2136819;105;184,95999;3,99;85,31002;0,77;359,46002;0
2136820;128;262,58994;2,73;108,18;11,309999;75,76;0
2136821;107;204,39995;1,14;4,740001;133,37999;268,09003;0
2136822;97;201,98999;6,32;69,44;3,34;373,5601;0
2136823;111;257,33997;7,63;116,79002;0,57000005;213,63997;0
2136824;109;260,13;1,49;35,669987;82,16003;185,07997;0
2136825;127;214,93994;1,43;24,760004;54,62;457,95987;0
2136826;125;324,67;7,26;135,87999;2,59;307,96002;0
2136827;129;245,50005;2,36;82,58002;20,119999;284,93;0
2136828;114;252,20006;1,91;68,47;35,74;180,33997;0
2136829;114;205,73;1,49;25,749998;51,139996;370,06003;0
2136830;117;254,68993;4,23;118,87001;3,5;121,36001;0
2136831;117;246,61998;1,23;12,32;137,57996;143,43;0
2136832;111;220,02992;1,26;18,56;95,16;406,51;0
2136833;129;312,96988;3,05;100,24;6,6999993;21,689999;0
2136834;125;264,78003;1,05;0,6000004;243,68999;404,45004;0
2136835;110;261,41003;4,88;146,04001;3;322,76004;0
2136836;128;265,30002;2,36;72,24999;14,790001;264,17004;0
2136837;113;271,5099;1,67;35,65001;42,989994;225,59998;0
2136838;120;246,54001;1,54;38,93998;59,88;309,6001;0
2136839;124;269,96008;1,74;64,95003;25,31;340,02;0
2136840;125;265,15005;2,56;86,53003;11,66;312,2699;0
2136841;119;237,73996;3,58;77,58;3,05;202,83;0
2136842;121;306,86;1,48;32,190006;136,22;354,50012;0
2136843;105;235,13995;22,42;119,609955;0,25;430,00983;0
2136844;114;313,8599;3,46;121,89997;5,75;6,9100003;0
2136845;115;279,88998;1,02;0,11000013;273,08994;288,38007;0
2136846;108;212,25998;2,94;80,91;4,79;311,52002;0
2136847;119;237,22003;2,59;83,10998;8,81;439,76993;0
2136848;108;366,55002;2,22;85,26003;12,04;426,6002;0
2136849;122;302,59;82,94;124,01;0;339,93997;0
2136850;131;260,51996;3,12;85,76001;6,3399997;324,50012;0
2136851;120;224,56993;406,34;99,930016;0;350,27997;0
2136852;120;232,86;5,84;119,18001;1,76;226,01999;0
2136853;117;460,16003;1,81;44,219986;278,36;384,51993;0
2136854;116;266,58;5,56;118,93996;1;410,77014;0
2136855;115;276,16998;5,48;139,83998;5,24;384,49994;0
2136856;119;277,99002;7,33;106,50999;0;444,59006;0
2136857;123;313,18988;3,98;133,15;1,75;161,95999;0
2136858;132;436,4899;1,22;15,249998;289,77997;321,94995;0
2136859;106;236,88004;4,55;91,86001;6,79;55,81998;0
2136860;131;330,31998;1,12;3,8999996;278,4001;197,88002;0
2136861;119;289,33;1,26;20,990004;112,43999;86,990005;0
2136862;128;348,15;1,12;5,070001;266,22998;353,94006;0
2136863;116;223,40993;17,51;132,52998;2;88,34999;0
2136864;140;349,75;1,16;8,330001;269,73007;416,53;0
2136865;134;295,81006;3,65;125,72002;5;305,81998;0
2136866;138;308,94006;1,68;59,740005;62,860004;389,58017;0
2136867;137;334,79984;2,1;80,56996;25,789999;446,76993;0
2136868;130;310,87994;10,35;135,89;0;432,47;0
2136869;133;294,6;13,18;138,37;0,5;31,64;0
2136870;119;260,31992;1,05;0,9199995;229,59996;73,06998;0
2136871;113;218,87996;1,16;5,7500005;151,55998;598,57983;0
2136872;160;444,16992;9,43;158,70998;4,3;420,98993;0
2136873;129;299,12982;4,67;131,95;10,09;374,52997;0
2136874;129;259,84;23,82;114,69001;0;343,53995;0
2136875;139;257,62;2,8;99,86997;13,95;455,34998;0
2136876;131;308,8801;6,34;146,97006;0,5;403,10004;0
2136877;136;250,39;13,38;153,51001;0,8;159,04999;0
2136878;141;373,90997;1,2;16,710003;231,57004;318,03003;0
2136879;120;242,37994;2,77;96,12;20,47;259,97992;0
2136880;121;241,46997;1,95;59,070004;40,559998;374,98996;0
2136881;117;282,81992;3,02;99,51002;7,34;403,2999;0
2136882;120;283,34006;3,13;123,30998;3,35;801,7601;0
2136883;120;567,48;6,13;235,28008;1;331,79993;0
2136884;120;269,58;2,9;80,310005;18,089998;352,54007;0
2136885;123;241,49997;4,98;112,08998;1,05;374,43994;0
2136886;131;369,24994;1,58;73,989975;68,799995;311,2501;0
2136887;111;245,52997;2,27;81,76997;16,05;40,249992;0
2136888;117;252,83997;1,06;1,6199999;214,20998;410,11996;0
2136889;115;266,5999;8,44;147,77002;4,25;183,70006;0
2136890;134;262,43994;1,39;23,970003;102,71;363,48984;0
2136891;129;266,14005;6,19;101,36001;4,01;345,33005;0
2136892;125;331,81998;1,52;83,25003;69,740005;0;0
2136893;133;263,34003;1;0;263,34003;91,60001;0
2136894;123;456,73016;1,17;6,610001;371,7401;622,1302;0
2136895;172;486,7399;3,21;148,58995;13,2;309,03006;0
2136896;144;263,65982;2,09;82,89;37,519997;10,719999;0
2136897;141;311,22995;1,04;0,24000001;300,7499;152,99997;0
2136898;133;290,66995;1,21;18,069996;155,74002;402,38998;0
2136899;135;295,01978;8,36;110,12005;2,75;269,02002;0
2136900;140;346,53003;1,39;37,63999;115,15002;408,71017;0
2136901;128;267,7199;4,21;142,99998;2,01;371,90002;0
2136902;125;271,62994;3,32;105,01;4,74;307,42;0
2136903;124;290,97;1,66;58,559998;42,11;256,04;0
2136904;131;303,24002;1,52;44,069996;91,27;286,11;0
2136905;118;248,72003;1,85;70,809975;33,42;242,15004;0
2136906;122;218,72997;2,09;58,05;34,63;67,789986;0
2136907;116;195,13998;1,17;5,1500006;132,50002;411,2299;0
2136908;120;376,80997;1,88;73,73001;39,309994;287,8899;0
2136909;122;235,59998;2,13;63,079975;10,79;462,38004;0
2136910;127;305,46997;98,95;156,91002;0;415,65002;0
2136911;136;244,98993;18,27;170,95;0,29;279,5599;0
2136912;142;253,67996;2,21;61,319984;35,44;154,92998;0
2136913;140;262,82986;1,33;20,380009;128,28001;321,11;0
2136914;118;226,13992;5,67;99,29;4,3199997;136,72997;0
2136915;127;236,98;1,32;15,410005;115,659996;323,73993;0
2136916;127;248,00003;3,05;89,88999;14,150001;264,24997;0
2136917;118;258,21002;1,82;50,940002;44,899998;88,48998;0
2136918;114;217,58995;1,19;7,45;136,54999;441,47998;0
2136919;119;292,75998;37,08;150,71999;2;409,3201;0
2136920;135;254,96008;23,11;154,66003;0,3;595,92035;0
2136921;141;514,0498;1,53;150,68;68,810005;0,26;0
2136922;122;267,90002;1,04;0,00999999;267,65002;247,29997;0
2136923;120;260,83;1,82;49,509995;63,039997;586,25006;0
2136924;132;501,52014;1,76;160,57005;75,840004;15,250001;0
2136925;146;340,0899;1,04;0,5599998;325,39993;416,16995;0
2136926;123;350,25012;2,19;110,16999;44,249996;412,79996;0
2136927;139;668,67;1,2;65,98003;321,84998;224,49002;0
2136928;128;356,54996;1,24;26,179998;158,24;345,28006;0
2136929;133;388,48;1,42;52,749992;95,94999;484,96;0
2136930;126;353,22015;4,94;132,98994;1,25;170,22005;0
2136931;137;356,55997;1,34;22,259998;208,6;188,24998;0
2136932;120;220,41998;1,59;37,17998;69,35;178,78998;0
2136933;121;255,97;1,38;25,930006;103,11001;136,30002;0
2136934;110;225,71002;1,34;17,149994;106,55999;493,52982;0
2136935;120;255,87;8,63;239,65997;2;486,03998;0
2136936;114;384,3599;2,79;135,85;34,170002;807,7299;0
2136937;119;581,0699;2,41;254,52003;27,859999;137,49998;0
2136938;117;222,09999;1,49;20,629997;105,23002;241,86998;0
2136939;113;224,03;1,76;53,620014;35,78;36,42;0
2136940;108;328,19998;1,04;0,8399991;292,61996;121,05999;0
2136941;110;245,06998;1,44;15,89;139,89998;272,27;0
2136942;127;346,00986;1,4;38,979996;112,72002;418,86002;0
2136943;120;282,90994;4,76;146,68007;10,73;466,4601;0
2136944;137;294,48993;100,33;171,97002;0;469,2699;0
2136945;142;304,89005;4,22;169,35002;4,9700003;0;0
2136946;135;265,84988;1;0;265,84988;120,149994;0
2136947;121;233,42001;1,23;10,450003;123,719986;277,04993;0
2136948;137;325,89;1,45;37,400013;86,24;393,97992;0
2136949;124;278,46997;4,39;120,50999;5;266,43994;0
2136950;134;281,02997;1,62;51,87999;66,47001;793,0099;0
2136951;126;548,0599;5,18;247,94997;3;88,35;0
2136952;127;258,42993;1,14;5,290002;175,3699;197,00002;0
2136953;109;203,36993;1,71;29,47;35,84;120,14;0
2136954;131;273,10995;1,17;8,280002;161,25003;495,05988;0
2136955;132;299,54004;18,44;196,01997;0,5;0;0
2136956;139;308,02994;1;0;308,02994;82,47;0
2136957;141;536,61;1,11;5,6600018;459,80002;718,5796;0
2136958;178;528,7499;4,03;196,18008;6,35;83,72998;0
2136959;160;396,84988;1,08;3,770001;316,88992;562,9499;0
2136960;142;550,57007;1,8;113,709984;101,32996;490,3802;0
2136961;134;429,97;2,06;122,61999;62,21;534,45;0
2136962;145;418,01993;3,15;133,28;16,85;658,87976;0
2136963;142;613,5797;1,59;108,24998;62,949997;454,75995;0
2136964;136;326,05994;3,82;145,25002;16,55;31,630001;0
2136965;134;271,56992;1,05;0,9799994;240,91995;343,10995;0
2136966;129;289,88007;2,06;69,76002;16,53;374,17014;0
2136967;132;283,12003;2,77;95,36001;4,31;378,05017;0
2136968;131;278,88998;3,67;101,659966;2,5;446,51;0
2136969;136;305,91003;5,43;140,84999;0,25;131,56998;0
2136970;118;226,25;1,49;25,960007;120,640015;51,449993;0
2136971;127;317,49005;1,08;1,8299999;267,87;430,09998;0
2136972;108;282,02002;11,54;148,33;0,25;125,26999;0
2136973;130;274,97995;1,21;14,1100025;163,81999;313,37994;0
2136974;134;260,29993;2,12;81,61999;28,539999;41,999996;0
2136975;133;258,04004;1,09;2,0299997;218,07002;63,499996;0
2136976;122;270,42996;1,08;2,7299988;209,65997;433,45993;0
2136977;160;519,31006;1,34;64,56001;150,40999;193,94;0
2136978;134;247,43;1,42;30,580002;84,07;218,71;0
2136979;124;282,25012;1,42;34,29;97,82999;133,31998;0
2136980;122;307,2198;1,22;17,370003;191,26999;344,68002;0
2136981;117;269,3099;2,17;95,47999;20,109999;360,52994;0
2136982;116;246,59993;13,63;114,37001;0,44;202,27003;0
2136983;133;217,91003;1,73;38,259987;53,899998;349,57007;0
2136984;127;242,02002;3,05;111,50004;3,95;147,76001;0
2136985;108;191,28;1,49;22,72001;66,24;75,27;0
2136986;113;208,40004;1,11;4,5700006;137,70001;41,729996;0
2136987;109;238,79991;1,09;2,4100006;199,47992;595,87994;0
2136988;145;452,10995;13,34;144,27005;0,5;419,99994;0
2136989;134;282,38992;9,15;140,36;2,75;277,5099;0
2136990;126;272,64005;1,59;53,800007;48,930004;230,22992;0
2136991;129;265,86;1,45;36,189983;71,82002;294,03998;0
2136992;122;267,40988;1,54;62,82999;36,2;301,95993;0
2136993;123;226,47995;2,92;89,45002;13,97;24,180004;0
2136994;116;235,46997;1,07;1,0300003;212,31996;40,41999;0
2136995;120;232,17001;1,09;2,2099988;193,96004;376,21997;0
2136996;158;438,03006;1,27;56,270004;118,079994;303,61;0
